Unique Form ID (MOJ DIGITAL),Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Word Count,Approximate number of pages,Count of references,Number of times that this form is referenced within other forms,Signature,Payment,Attachment,Statement of Truth
2052,593641,Apply for criminal court costs from central funds (forms 5911 and 5912),LAA,Form,English,NA,form-5911.pdf,PDF,GOV.UK,NA,2652,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2050,593643,Apply for court costs from central funds: no legal aid (forms 5911a and 5912a),LAA,Form,English,NA,form-5911a.pdf,PDF,GOV.UK,NA,336,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2048,593644,Apply for costs from central funds: Direct Public Access (form 5913),LAA,Form,English,NA,form-5913.pdf,PDF,GOV.UK,NA,504,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2047,593645,Apply for costs from central funds: Direct Public Access (form 5913a),LAA,Form,English,NA,form-5913a.pdf,PDF,GOV.UK,NA,36,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
145,Form A,Notice of [intention to proceed with] an application for a financial order,HMCTS,Form,English,10/2016,form-a-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,16566,14732,"c(""a1"", ""ex50"", ""d50c"", ""d50f"", ""d50h"", ""form a1"")",4869,15,5,20,1,1,Yes,0
116,Form A1,Notice of [intention to proceed with] an application for a financial remedy (other than a financial order) in the county or High Court,HMCTS,Form,English,10/2016,form-a1-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,436,373,"c(""a1"", ""form a"", ""ex50"", ""d50c"", ""d50f"", ""d50h"")",5143,16,6,0,1,0,Yes,1
1276,Form A2,Notice of [intention to proceed with] an application for a financial remedy in the magistrates' court,HMCTS,Form,English,04/2011,form-a2-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,70,65,a2,272,1,0,0,0,0,No,1
1277,Form B,Notice of application to consider the financial position of the respondent after divorce / dissolution,HMCTS,Form,English,10/2016,form-b-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,206,180,none detected,2719,9,0,0,1,0,No,0
1278,Form E,Financial statement for a financial order (Matrimonial Causes Act 1973 / Civil Partnership Act 2004) / for financial relief after an overseas divorce etc (Part 3 of the Matrimonial and Family Proceedings Act 1984/Schedule 7 to the Civil Partnership Act 2004),HMCTS,Form,English,01/2016,form-e-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,13770,12294,none detected,146,1,0,0,0,0,No,1
371,Form E Notes,Notes to Financial Statement for a Financial Order or for financial relief after an overseas divorce or dissolution etc,HMCTS,Notes,English,04/2014,form-e-notes-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,1979,1851,"c(""ppf"", ""form e"")",N/A,#VALUE!,2,0,0,0,Yes,1
1279,Form E1,Financial statement for a financial remedy (other than a financial order or financial relief after an overseas divorce or dissolution etc) in the county or High Court,HMCTS,Form,English,11/2014,form-e1-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,1071,945,none detected,891,3,0,0,1,0,Yes,0
372,Form E2,Financial statement for a variation of an order for a financial remedy,HMCTS,Form,English,11/2014,form-e2-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,772,673,"c(""form e"", ""form e1"")",513,2,2,0,1,0,Yes,1
252,Form EDMO,Applications relating to Empty Dwelling Management Orders (EDMOs),HMCTS,Form,English,01/2017,form-edmo-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),72,54,"c(""ex160"", ""cb1"", ""ex160a"")",4807,15,3,0,1,0,Yes,1
1280,Form F,Notice of Allegation in proceedings for a financial remedy,HMCTS,Form,English,04/2011,form-f-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,154,140,none detected,11,1,0,0,1,0,No,0
1281,Form H,Estimate of costs (financial remedy),HMCTS,Form,English,04/2011,form-h-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,2281,2092,none detected,5,1,0,0,0,0,No,0
1282,Form H1,Statement of costs (Financial remedy),HMCTS,Form,English,04/2011,form-h1-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,943,884,none detected,6,1,0,0,0,0,No,0
253,Form HHSRS,"Applications relating to Improvement Notices, Prohibition Orders, Demolition Orders and Emergency Measures",HMCTS,Form,English,01/2017,form-hhsrs-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),272,212,"c(""ex160"", ""cb1"", ""ex160a"")",4325,14,3,0,1,0,Yes,1
254,Form HMO,Applications relating to licensing of Houses in Multiple Occupation (HMOs) and selective licensing,HMCTS,Form,English,01/2017,form-hmo-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),199,172,"c(""ex160"", ""cb1"", ""ex160a"")",3418,11,3,0,1,0,Yes,1
255,Form HO4,Appeal against a financial penalty under section 249(a) of the Housing Act 2004,HMCTS,Form,English,04/2017,form-ho4-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),163,142,"c(""ex160"", ""cb1"", ""ex160a"")",2130,7,3,0,1,0,No,1
1283,Form i,Notice of request for periodical payments order at same rate as order for maintenance pending outcome of proceedings,HMCTS,Form,English,04/2014,form-i-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,56,53,none detected,177,1,0,0,0,0,No,0
256,Form MO,Applications relating to interim and final Management Orders (MOs),HMCTS,Form,English,01/2017,form-mo-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),37,33,"c(""ex160"", ""cb1"", ""ex160a"")",4242,13,3,0,1,0,Yes,1
257,Form OCN,Applications relating to Overcrowding Notice,HMCTS,Form,English,01/2017,form-ocn-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),21,20,"c(""ex160"", ""cb1"", ""ex160a"")",2841,9,3,0,1,0,Yes,1
1284,Form P,Pension Inquiry Form information needed when a Pension Sharing Order or Pension Attachment Order may be made,HMCTS,Form,English,04/2011,form-p-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,440,417,b1,886,3,0,1,1,0,Yes,0
1285,Form P1,Pension sharing annex under [section 24B of the Matrimonial Causes Act 1973] [paragraph 15 of Schedule 5 to the Civil Partnership Act 2004],HMCTS,Form,English,04/2016,form-p1-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,871,805,none detected,913,3,0,0,0,0,Yes,0
1286,Form P10,Application for permission to appeal (Rule 46),HMCTS,Form,English,11/2011,form-p10-eng.doc,DOC,Formfinder,Mental Health Tribunal,#N/A,#N/A,none detected,368,2,0,0,1,0,Yes,0
1287,Form P10,Application for permission to appeal (Rule 46),HMCTS,Form,English,11/2011,form-p10-eng.pdf,PDF,Formfinder,Mental Health Tribunal,172,132,none detected,410,2,0,0,1,0,Yes,0
558,Form P10 guidance notes,Guidance notes on completing the application form for Permission to Appeal,HMCTS,Guidance,English,01/2012,form-p10-guidance-notes-eng.pdf,PDF,Formfinder,Mental Health Tribunal,49,48,form p10,N/A,#VALUE!,1,0,0,0,Yes,0
1288,Form P2,Pension Attachment Annex Under [section 25B or 25C of the Matrimonial Causes Act 1973] [paragraph 25 or 26 of Schedule 5 to the Civil Partnership Act 2004],HMCTS,Form,English,04/2014,form-p2-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,140,119,none detected,837,3,0,0,0,0,No,0
1289,Form P9,Application to set aside a decision or part of a decision (Rule 45),HMCTS,Form,English,11/2011,form-p9-eng.doc,DOC,Formfinder,Mental Health Tribunal,#N/A,#N/A,none detected,352,2,0,0,1,0,Yes,0
1290,Form P9,Application to set aside a decision or part of a decision (Rule 45),HMCTS,Form,English,11/2011,form-p9-eng.pdf,PDF,Formfinder,Mental Health Tribunal,161,73,none detected,377,2,0,0,1,0,Yes,0
559,Form P9 guidance notes,"Guidance notes on completing the application form to set aside a decision, or part of it",HMCTS,Guidance,English,01/2012,form-p9-guidance-notes-eng.pdf,PDF,Formfinder,Mental Health Tribunal,41,37,form p9,N/A,#VALUE!,1,0,0,0,Yes,0
1291,Form PE2,Application to file a statutory declaration out of time,HMCTS,Form,English,05/2014,form-pe2-eng.doc,DOC,Formfinder,Traffic Enforcement Centre,3671,2904,none detected,304,1,0,0,1,0,No,0
560,Form PE3 (Vehicle Emissions),Statutory declaration (Vehicle emissions) - Unpaid penalty charge,HMCTS,Form,English,05/2014,form-pe3-(vehicle-emissions)-eng.doc,DOC,Formfinder,Traffic Enforcement Centre,152,132,form pe3,381,2,1,0,1,0,No,0
1293,Form PE3 (Vehicle Emissions) Guidance,Guidance notes for completion of the application to file a statutory declaration out of time and statutory declaration for vehicle emissions,HMCTS,Guidance,English,05/2014,form-pe3-(vehicle-emissions)-guidance-eng.doc,DOC,Formfinder,Traffic Enforcement Centre,61,58,none detected,N/A,#VALUE!,0,0,1,0,Yes,0
1292,Form PE3,Statutory declaration - Unpaid penalty charge,HMCTS,Form,English,05/2014,form-pe3-eng.doc,DOC,Formfinder,Traffic Enforcement Centre,3613,2956,none detected,418,2,0,0,1,0,No,0
561,Form PE3 Guidance,Guidance notes for completion of the application to file a statutory declaration out of time and statutory declaration,HMCTS,Guidance,English,05/2014,form-pe3-guidance-eng.doc,DOC,Formfinder,Traffic Enforcement Centre,1131,1008,form pe2,N/A,#VALUE!,1,0,1,0,Yes,0
562,Form PPF,Pension Protection Fund (PPF) - Inquiry form information needed when a Pension Compensation Sharing Order or Pension Compensation Attachment Order may be made,HMCTS,Form,English,04/2011,form-ppf-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,27,27,"c(""b1"", ""ppf"")",638,2,1,0,1,0,Yes,0
258,Form PPF1,Pension Protection Fund (PPF) - Sharing annex to a Pension Compensation Sharing Order [section 24E of the Matrimonial Causes Act 1973] [paragraph 19A of Schedule 5 to the Civil Partnership Act 2004],HMCTS,Form,English,04/2011,form-ppf1-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,33,33,"c(""ppf1"", ""form ppf"", ""ppf"")",489,2,3,0,0,0,No,0
373,Form PPF2,Pension Protection Fund (PPF) - Attachment Annex to a Pension Compensation Attachment Order [section 25F of the Matrimonial Causes Act 1973] [paragraph 34A of Schedule 5 to the Civil Partnership Act 2004],HMCTS,Form,English,04/2014,form-ppf2-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,19,17,"c(""ppf2"", ""ppf"")",660,2,2,0,0,0,No,0
563,Form RP PTA,Application for permission to appeal a decision to the Upper Tribunal (Lands Chamber),HMCTS,Form,English,01/2017,form-rp-pta-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),157,118,cb1,1463,5,1,0,1,0,No,1
259,Form RRO1,Application by tenant or local housing authority for a Rent Repayment Order (Housing and Planning Act 2016),HMCTS,Form,English,04/2017,form-rro1-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),337,274,"c(""ex160"", ""cb1"", ""ex160a"")",2664,9,3,0,1,0,No,1
179,Form RRO2,Application by tenant or local housing authority for a Rent Repayment Order (Housing Act 2004 - transitional provisions),HMCTS,Form,English,04/2017,form-rro2-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),51,45,"c(""ex160"", ""cb1"", ""form rro1"", ""ex160a"")",2404,8,4,0,1,0,Yes,1
260,Form RTB1,Application for a determination as to whether a dwelling house is suitable for occupation by elderly persons,HMCTS,Form,English,01/2017,form-rtb1-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),69,56,"c(""ex160"", ""cb1"", ""ex160a"")",2236,7,3,0,1,0,No,1
261,Form RTM,Application relating to (No fault) right to manage,HMCTS,Form,English,01/2017,form-rtm-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),128,106,"c(""ex160"", ""cb1"", ""ex160a"")",2707,9,3,0,1,0,No,1
262,Form TA,Application for recognition of a Tenants' Association,HMCTS,Form,English,01/2017,form-ta-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),247,212,"c(""ex160"", ""cb1"", ""ex160a"")",2628,8,3,0,1,0,Yes,1
1295,FP1,Cais dan Ran 19 Rheolau Trefniadaeth Teulu 2010 / Application under Part 19 of the Family Procedure Rules 2010,HMCTS,Form,Welsh,04/2011,fp1-bil.pdf,PDF,Formfinder,Family,#N/A,#N/A,none detected,302,1,0,15,1,0,No,1
1294,FP1,Application under Part 19 of the Family Procedure Rules 2010,HMCTS,Form,English,11/2014,fp1-eng.pdf,PDF,Formfinder,Family,294,269,none detected,133,1,0,15,1,0,No,1
264,FP161,Hysbysiad apelydd.,HMCTS,Form,Welsh,10/2016,fp161-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"c(""ex160"", ""fp161a"", ""ex105"")",1508,5,3,11,0,0,Yes,0
263,FP161,Appellant's notice (For use in appeals to the Family Division of the High Court),HMCTS,Form,English,10/2016,fp161-eng.pdf,PDF,Formfinder,Family,321,255,"c(""ex160"", ""fp161a"", ""ex105"")",1457,5,3,11,1,1,Yes,1
68,FP161A,Nodiadau Canllaw ar Lenwi Ffurflen FP161 - Hysbysiad Apelydd.,HMCTS,Guidance,Welsh,10/2016,fp161a-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"c(""ex160"", ""ex340"", ""fp202"", ""n161d"", ""ex50"", ""fp161"", ""n161"", ""fp201"")",N/A,#VALUE!,8,4,0,0,Yes,0
26,FP161A,Guidance notes on completing form FP161 - Appellant's notice,HMCTS,Guidance,English,10/2016,fp161a-eng.pdf,PDF,Formfinder,Family,118,104,"c(""ex160"", ""ex340"", ""fp200"", ""fp202"", ""n161d"", ""ex50"", ""fp161"", ""n161"", ""fp244"", ""fp201"")",N/A,#VALUE!,10,4,1,0,Yes,1
266,FP161B,Nodiadau i Atebwyr.,HMCTS,Notes,Welsh,10/2016,fp161b-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"c(""fp162a"", ""ex340"", ""fp162"")",N/A,#VALUE!,3,0,0,0,No,0
265,FP161B,Notes for respondent,HMCTS,Notes,English,10/2016,fp161b-eng.pdf,PDF,Formfinder,Family,20,19,"c(""fp162a"", ""ex340"", ""fp162"")",N/A,#VALUE!,3,0,0,0,No,0
375,FP162,Hysbysiad atebydd.,HMCTS,Form,Welsh,10/2016,fp162-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"c(""fp162a"", ""fp244"")",791,3,2,4,0,0,Yes,0
374,FP162,Respondent's notice (For use in appeals in the Family Division of the High Court),HMCTS,Form,English,10/2016,fp162-eng.pdf,PDF,Formfinder,Family,47,42,"c(""fp162a"", ""fp244"")",768,3,2,4,1,1,Yes,1
118,FP162A,Nodiadau canllaw ar lenwi Ffurflen FP162 - Hysbysiad Atebydd.,HMCTS,Guidance,Welsh,10/2016,fp162a-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"c(""ex160"", ""ex340"", ""fp200"", ""ex50"", ""fp162"", ""fp244"")",N/A,#VALUE!,6,2,0,0,Yes,0
117,FP162A,Guidance notes on completing form FP162 - Respondent's notice,HMCTS,Guidance,English,10/2016,fp162a-eng.pdf,PDF,Formfinder,Family,15,15,"c(""ex160"", ""ex340"", ""fp200"", ""ex50"", ""fp162"", ""fp244"")",N/A,#VALUE!,6,2,1,0,Yes,1
565,FP1A,Nodiadau ar gyfer ceisydd ar lenwi'r cais (Ffurflen FP1) / Notes for applicant on completing the application (Form FP1),HMCTS,Notes,Welsh,04/2011,fp1a-bil.pdf,PDF,Formfinder,Adoption,#N/A,#N/A,fp1,N/A,#VALUE!,1,0,0,0,No,1
564,FP1A,Application Under Part 19 of the Family Procedure Rules 2010 - Notes for Applicant on Completing the Application (Form FP1),HMCTS,Notes,English,04/2011,fp1a-eng.pdf,PDF,Formfinder,Family,93,85,fp1,N/A,#VALUE!,1,0,0,0,No,1
1297,FP1B,Cais dan Ran 19 Trefniadaeth Teulu 2010. Nodiadau i atebwyr / Application under Part 19 of the Family Procedure 2010. Notes for respondent,HMCTS,Notes,Welsh,04/2011,fp1b-bil.pdf,PDF,Formfinder,Family,#N/A,#N/A,none detected,N/A,#VALUE!,0,0,1,0,No,1
1296,FP1B,Application Under Part 19 of the Family Procedure 2010 - Notes for Respondent,HMCTS,Notes,English,04/2011,fp1b-eng.pdf,PDF,Formfinder,Family,56,51,none detected,N/A,#VALUE!,0,0,1,0,No,1
567,FP2,Rhybudd o gais Rhan 18 Rheolau Trefniadaeth Teulu 2010 / Application notice Part 18 of the Family Procedure Rules 2010,HMCTS,Form,Welsh,04/2011,fp2-bil.pdf,PDF,Formfinder,Family,#N/A,#N/A,a53,261,1,1,5,0,0,Yes,1
566,FP2,Application notice (Part 18 of the Family Procedure Rules 2010),HMCTS,Form,English,11/2014,fp2-eng.pdf,PDF,Formfinder,Family,961,803,a53,160,1,1,5,1,0,Yes,1
87,FP200,Ffioedd Achosion Teulu o 18 Ebrill 2016.,HMCTS,Leaflet,Welsh,10/2016,fp200-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"c(""ex160"", ""fp161"", ""n244"", ""n161"", ""fp162"", ""fp244"", ""n162"")",N/A,#VALUE!,7,5,0,0,No,0
86,FP200,Family Proceedings fees from 18 April 2016,HMCTS,Leaflet,English,10/2016,fp200-eng.pdf,PDF,Formfinder,Family,40,40,"c(""ex160"", ""fp161"", ""n244"", ""n161"", ""fp162"", ""fp244"", ""n162"")",N/A,#VALUE!,7,5,0,0,No,0
377,FP201,Llwybrau Apelio.,HMCTS,Leaflet,Welsh,10/2016,fp201-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"c(""fp161"", ""n161"")",N/A,#VALUE!,2,3,0,0,No,0
376,FP201,Routes of appeal,HMCTS,Leaflet,English,10/2016,fp201-eng.pdf,PDF,Formfinder,Family,29,29,"c(""fp161"", ""n161"")",N/A,#VALUE!,2,3,0,0,No,0
89,FP202,Sut i Apelio i Adran Deulu'r Uchel Lys.,HMCTS,Leaflet,Welsh,10/2016,fp202-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"c(""ex160"", ""fp161a"", ""fp200"", ""ex50"", ""fp161"", ""ex105"", ""fp201"")",N/A,#VALUE!,7,2,0,0,No,0
88,FP202,How to appeal to the Family Division of the High Court,HMCTS,Leaflet,English,10/2016,fp202-eng.pdf,PDF,Formfinder,Family,42,41,"c(""ex160"", ""fp161a"", ""fp200"", ""ex50"", ""fp161"", ""ex105"", ""fp201"")",N/A,#VALUE!,7,2,0,0,No,1
569,FP244,Rhybudd Cyflwyno Cais (I'w ddefnyddio mewn ceisiadau a wneir mewn apeliadau i Adran Deulu'r Uchel Lys).,HMCTS,Form,Welsh,10/2016,fp244-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,fp244a,392,2,1,3,0,0,No,0
568,FP244,Application notice (For use in applications made within appeals to the Family Division of the High Court),HMCTS,Form,English,10/2016,fp244-eng.pdf,PDF,Formfinder,Family,49,46,fp244a,363,2,1,3,1,1,No,1
379,FP244A,Rhybudd Cyflwyno Cais (FP244) - Nodiadau Canllaw.,HMCTS,Guidance,Welsh,10/2016,fp244a-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"c(""ex160"", ""fp244"")",N/A,#VALUE!,2,0,0,0,Yes,0
378,FP244A,Guidance notes on completing form FP244 - Application notice,HMCTS,Guidance,English,10/2016,fp244a-eng.pdf,PDF,Formfinder,Family,27,25,"c(""ex160"", ""fp244"")",N/A,#VALUE!,2,0,1,0,Yes,1
1298,FP25,Witness Summons,HMCTS,Form,English,03/2016,fp25-eng.pdf,PDF,Formfinder,Adoption,235,198,none detected,266,1,0,0,1,0,No,0
1299,FP3,Application for injunction (General form),HMCTS,Form,English,11/2014,fp3-eng.pdf,PDF,Formfinder,Adoption,277,248,none detected,293,1,0,0,1,0,No,0
1301,FP5,Cydnabyddiad cyflwyno Cais dan Ran 19 Rheolau Trefniadaeth Teulu 2010 / Acknowledgment of service Application under Part 19 of the Family Procedure Rules 2010,HMCTS,Form,Welsh,04/2011,fp5-bil.pdf,PDF,Formfinder,Family,#N/A,#N/A,none detected,434,2,0,0,1,0,No,1
1300,FP5,Acknowledgment of service. Application under Part 19 of the Family Procedure Rules 2010,HMCTS,Form,English,04/2011,fp5-eng.pdf,PDF,Formfinder,Family,134,124,none detected,209,1,0,0,1,0,No,1
1303,FP6,Tystysgrif cyflwyno / Certificate of service,HMCTS,Form,Welsh,04/2011,fp6-bil.pdf,PDF,Formfinder,Family,#N/A,#N/A,none detected,92,1,0,0,0,0,No,0
1302,FP6,Certificate of Service,HMCTS,Form,English,04/2011,fp6-eng.pdf,PDF,Formfinder,Family,654,560,none detected,45,1,0,0,0,0,No,0
1305,FP8,Rhybudd newid cyfreithiwr / Notice of change of solicitor,HMCTS,Form,Welsh,04/2011,fp8-bil.pdf,PDF,Formfinder,Family,#N/A,#N/A,none detected,280,1,0,0,1,0,No,0
1304,FP8,Notice of change of solicitor,HMCTS,Form,English,04/2011,fp8-eng.pdf,PDF,Formfinder,Family,918,823,none detected,135,1,0,0,1,0,No,0
1307,FP9,Tystysgrif addasrwydd cyfaill cyfreitha / Certificate of suitability of litigation friend,HMCTS,Form,Welsh,11/2008,fp9-bil.pdf,PDF,Formfinder,Adoption,#N/A,#N/A,none detected,31,1,0,0,0,0,No,0
1306,FP9,Certificate of Suitability of Litigation Friend,HMCTS,Form,English,11/2008,fp9-eng.pdf,PDF,Formfinder,Family,427,378,none detected,15,1,0,0,0,0,No,0
1308,FTC1,Application for permission to appeal and notice of appeal from First-tier Tribunal,HMCTS,Form,English,03/2017,ftc1-eng.pdf,PDF,Formfinder,Tax and Chancery Chamber (Upper Tribunal),348,222,none detected,22,1,0,0,0,0,No,0
1309,FTC2,Application for Costs or Expenses,HMCTS,Form,English,11/2014,ftc2-eng.pdf,PDF,Formfinder,Tax and Chancery Chamber (Upper Tribunal),102,91,none detected,466,2,0,0,1,0,No,0
570,FTC2 Notes,Notes for appellants requesting an order for costs or expenses,HMCTS,Notes,English,11/2014,ftc2-notes-eng.pdf,PDF,Formfinder,Tax and Chancery Chamber (Upper Tribunal),42,41,ftc2,N/A,#VALUE!,1,0,1,0,No,0
1310,FTC3,Reference notice (Financial Services),HMCTS,Form,English,11/2014,ftc3-eng.pdf,PDF,Formfinder,Tax and Chancery Chamber (Upper Tribunal),62,56,none detected,765,3,0,0,1,0,Yes,1
571,FTC3 Notes,Notes for applicants - form FTC3 (Tax and Chancery Chamber),HMCTS,Notes,English,11/2014,ftc3-notes-eng.pdf,PDF,Formfinder,Tax and Chancery Chamber (Upper Tribunal),10,9,ftc3,N/A,#VALUE!,1,0,1,0,Yes,1
1311,Gambling - Application for fee remission for companies,Application for fee remission for companies,HMCTS,Form,English,01/2010,gambling-application-for-fee-remission-for-companies-eng.pdf,PDF,Formfinder,Fees and Help with Fees,61,58,none detected,224,1,0,0,1,0,No,0
1312,Gambling - Guidance on fee remission for companies,Guidance on fee remission for companies,HMCTS,Guidance,English,05/2011,gambling-guidance-on-fee-remission-for-companies-eng.pdf,PDF,Formfinder,Fees and Help with Fees,8,8,none detected,N/A,#VALUE!,0,0,0,0,Yes,0
3,Getting the best out of the court system,Getting the best out of the court system. Information for local authorities and other social landlords,HMCTS,Leaflet,English,08/2003,getting-the-best-out-of-the-court-system-eng.pdf,PDF,Formfinder,County Court,4,4,"c(""form a"", ""n119a"", ""n244"", ""n16"", ""n215"", ""n293a"", ""n5"", ""n11"", ""n119"", ""n11r"", ""n121"", ""n142"", ""n143"", ""n16a"", ""n7"", ""n325"")",N/A,#VALUE!,22,0,1,0,Yes,1
1313,GMappeal 1,Application notice of an appeal (The Gangmasters (appeals) Regulations 2006),HMCTS,Form,English,09/2017,gmappeal-1-eng.pdf,PDF,Formfinder,Gangmasters,130,106,none detected,260,1,0,0,1,0,Yes,0
1314,Gmappeal 2,Application to extend time,HMCTS,Form,English,06/2014,gmappeal-2-eng.pdf,PDF,Formfinder,Gangmasters,20,17,NULL,#N/A,#N/A,0,0,0,0,No,0
1315,Going to a Magistrates' Court,Going to a Magistrates' Court - Information for people with learning disabilities,HMCTS,Leaflet,English,05/2012,going-to-a-magistrates-court-eng.pdf,PDF,Formfinder,Magistrates' Court,#N/A,#N/A,none detected,N/A,#VALUE!,0,0,0,0,No,0
380,Ground Rules Hearing Form (Multiple defendants),Defence Ground Rules Hearing Form - multiple-defendants (Section 28),HMCTS,Form,English,11/2014,ground-rules-hearing-form-(multiple-defendants)-eng.doc,DOC,Formfinder,Criminal Case Management,12,11,"c(""ground rules hearing form"", ""pcmh"")",757,3,2,0,1,0,Yes,0
572,Ground Rules Hearing Form,Defence Ground Rules Hearing Form (Section 28),HMCTS,Form,English,10/2014,ground-rules-hearing-form-eng.doc,DOC,Formfinder,Criminal Case Management,133,107,pcmh,757,3,1,0,1,0,Yes,0
2032,583055,Submit a conditional discharge report for restricted patients,HMPPS,Form,English,NA,guidance-for-clinical-supervisors-0909.pdf,PDF,GOV.UK,NA,96,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
573,Guidance for misc out of court payments,Guidance for miscellaneous payments out of court,HMCTS,Guidance,English,01/2016,guidance-for-misc-out-of-court-payments-eng.pdf,PDF,Formfinder,Chancery,5,5,n244,N/A,#VALUE!,1,0,1,0,No,1
2183,369195,Family mediation claim form,LAA,Guidance,English,NA,guidance-for-reporting-work-under-family-mediation-contract-november-2014.pdf,PDF,GOV.UK,NA,432,NA,NULL,N/A,#VALUE!,NA,NA,0,0,No,NA
2034,583314,Submit a conditional discharge report for restricted patients,HMPPS,Guidance,English,NA,guidance-for-social-supervisors-0909_2.pdf,PDF,GOV.UK,NA,120,NA,NULL,N/A,#VALUE!,NA,NA,1,0,No,NA
574,Gwys Rheithgor,Gwys Rheithgor,HMCTS,Form,Welsh,05/2011,gwys-rheithgor-cym.pdf,PDF,Formfinder,Gwasanaeth rheithgor,#N/A,#N/A,lwfansau,1833,6,1,0,0,0,No,0
2220,588936,Housing Possession Court Duty Schemes (HPCDS),LAA,Other,English,NA,hpcds-and-providers.pdf,PDF,GOV.UK,NA,276,NA,NULL,N/A,#VALUE!,NA,NA,0,0,No,NA
1316,HQ1,Hearing questionnaire 1 - To the patient's representative and to the responsible authority,HMCTS,Form,English,03/2016,hq1-eng.doc,DOC,Formfinder,Mental Health Tribunal,946,770,none detected,821,3,0,0,1,0,No,0
575,HQ1 Guardianship,"Hearing questionnaire 1 - To the patient's representative, the local social services authority and guardian (If not the LSSA)",HMCTS,Form,English,02/2016,hq1-guardianship-eng.doc,DOC,Formfinder,Mental Health Tribunal,57,45,hq1,681,3,1,0,1,0,No,0
1317,HQ2,Hearing Questionnaire 2,HMCTS,Form,English,05/2014,hq2-eng.doc,DOC,Formfinder,Mental Health Tribunal,38,35,none detected,291,1,0,0,1,0,No,0
1318,IAA,Insolvency act application notice,HMCTS,Form,English,04/2017,iaa-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,5576,4341,none detected,239,1,0,0,1,0,No,0
576,IAFT-1,Appeal to the First-Tier Tribunal (Immigration and Asylum Chamber) against an in country (Asylum/Immigration) decision,HMCTS,Form,English,10/2016,iaft-1-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,1499,1337,t495,2870,9,1,0,1,0,Yes,0
1319,IAFT-1 Guide,A guide to completing IAFT-1 appeal form,HMCTS,Guidance,English,09/2015,iaft-1-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,231,218,none detected,N/A,#VALUE!,0,0,1,0,No,0
