Unique Form ID,Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Signature,Payment,Attachment,Owner,Processor,End User,Multiple Users on same form,Fields,Internal Logic,Dependencies
1208,N244(CCFL),Application notice (Commercial Court Financial List),HMCTS,Form,English,10/2015,n244(ccfl)-eng.pdf,PDF,Formfinder,Commercial Court,NA,NA,"c(""n244(ccfl)"", ""n244"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,N244(CHFL),Application notice (Chancery Division Financial List),HMCTS,Form,English,10/2015,n244(chfl)-eng.pdf,PDF,Formfinder,Chancery,NA,NA,"c(""n244(chfl)"", ""n244"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,N245,Application for suspension of a warrant and / or variation of an order,HMCTS,Form,English,06/2016,n245-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,N245,Cais i ohirio gwarant a / neu i amrywio gorchymyn / Application for suspension of a warrant and / or variation of an order,HMCTS,Form,Welsh / Bilingual,06/2016,n245-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,N251,Notice of funding of case or claim,HMCTS,Form,English,10/2009,n251-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,N251,Hysbysiad ynghylch ariannu achos neu hawliad / Notice of funding of case or claim,HMCTS,Form,Welsh / Bilingual,04/2004,n251-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,N252,Notice of commencement of assessment,HMCTS,Form,English,12/1999,n252-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,N253,Notice of Amount allowed on provisional assessment (Legal Aid only),HMCTS,Form,English,07/2000,n253-eng.pdf,PDF,Formfinder,County Court,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,N253,Rhybudd o'r Swm a ganiateir ar Asesiad Dros Dro / Notice of amount allowed on provisional assessment,HMCTS,Form,Welsh / Bilingual,02/2002,n253-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,N253A,Notice of provisional assessment (general form),HMCTS,Form,English,04/2013,n253a-eng.pdf,PDF,Formfinder,Civil,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,N254,Request for a Default Costs Certificate,HMCTS,Form,English,05/2014,n254-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,N254,Cais am Dystysgrif Costau Diffygdalu / Request for a Default Costs Certificate,HMCTS,Form,Welsh / Bilingual,07/2002,n254-bil.pdf,PDF,Formfinder,County Court,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,N255(CC),Default costs certificate (County Court),HMCTS,Form,English,04/2006,n255(cc)-eng.pdf,PDF,Formfinder,County Court,NA,NA,n255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,N255(CC),Tystysgrif costau diffygdalu,HMCTS,Form,Welsh,04/2006,n255(cc)-cym.pdf,PDF,Formfinder,Llys Sirol,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,N255(HC),Default costs certificate (High Court),HMCTS,Form,English,04/2006,n255(hc)-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,N255(HC),Tystysgrif costau diffygdalu,HMCTS,Form,Welsh,04/2006,n255(hc)-cym.pdf,PDF,Formfinder,Llys Sirol,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,N256(CC),Final Costs Certificate (County Court),HMCTS,Form,English,04/2006,n256(cc)-eng.pdf,PDF,Formfinder,County Court,NA,NA,n256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,N256(CC),Tystysgrif costau terfynol,HMCTS,Form,Welsh,04/2006,n256(cc)-cym.pdf,PDF,Formfinder,Llys Sirol,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,N256(HC),Final Costs Certificate (High Court),HMCTS,Form,English,04/2006,n256(hc)-eng.pdf,PDF,Formfinder,County Court,NA,NA,n256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,N258,Request for provisional / general detailed assessment,HMCTS,Form,English,05/2014,n258-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,N258,Cais am Wrandawiad Asesu Manwl (ffurflen gyffredinol) / Request for detailed assessment hearing (General form),HMCTS,Form,Welsh / Bilingual,07/2000,n258-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,N258A,Request for detailed assessment (legal aid / Legal Services Commission only),HMCTS,Form,English,04/2013,n258a-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,N258A,Cais am asesiad manwl (Y Comisiwn Gwasanaethau Cyfreithiol / Cymorth Cyfreithiol yn unig) / Request for detailed assessment (Legal aid / Legal Services Commission only),HMCTS,Form,Welsh / Bilingual,07/2000,n258a-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,N258B,Request for detailed assessment (Costs payable out of a fund other than the Community Legal Service Fund),HMCTS,Form,English,04/2013,n258b-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,N258B,Cais am asesiad manwl (Costau'n daladwy o gronfa ar wahân i Gronfa'r Gwasanaeth Cyfreithiol Cymunedol) / Request for detailed assessment (Costs payable out of a fund other than the Community Legal Service Fund),HMCTS,Form,Welsh / Bilingual,07/2000,n258b-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,N258C,Request for detailed assessment hearing pursuant to an order under Part III of the Solicitors Act 1974,HMCTS,Form,English,07/2000,n258c-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,N258C,Cais am wrandawiad asesu manwl yn unol â gorchymyn dan Ran III Deddf Twrneiod 1974 / Request for detailed assessment hearing pursuant to an order under Part III of the Solicitors Act 1974,HMCTS,Form,Welsh / Bilingual,07/2000,n258c-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,N259,Notice of Appeal against a detailed assessment (Civil),HMCTS,Form,English,03/2010,n259-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,N260,Statement of costs (Summary assessment),HMCTS,Form,English,06/2015,n260-eng.pdf,PDF,Formfinder,Family,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,N260,Datganiad Costau(asesiad diannod) / Statement of Costs (summary assessment),HMCTS,Form,Welsh / Bilingual,10/2001,n260-bil.pdf,PDF,Formfinder,Family,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,N261,Provisional assessment hearing notice,HMCTS,Form,English,04/2013,n261-eng.pdf,PDF,Formfinder,Civil,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,N263,Disclosure report,HMCTS,Form,English,04/2013,n263-eng.pdf,PDF,Formfinder,County Court,NA,NA,n264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,N264,Electronic documents questionnaire (Civil Procedure Rules Practice Direction 31B),HMCTS,Form,English,10/2010,n264-eng.doc,DOC,Formfinder,Mercantile Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,N264,Holiadur dogfennau electronig (Rheolau Trefniadaeth Sifil Cyfarwyddyd Ymarfer 31B) / Electronic documents questionnaire (Civil Procedure Rules Practice Direction 31B),HMCTS,Form,Welsh / Bilingual,10/2010,n264-bil.doc,DOC,Formfinder,Mercantile Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,N265,List of documents: Standard disclosure,HMCTS,Form,English,10/2005,n265-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,N265,Rhestr Dogfennau: dadleniad safonol / List of documents: Standard disclosure,HMCTS,Form,Welsh / Bilingual,04/1999,n265-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,N265(CC),List of documents,HMCTS,Form,English,10/2005,n265(cc)-eng.pdf,PDF,Formfinder,Commercial Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,N265(CCFL),List of documents: Standard disclosure (Commercial Court Financial List),HMCTS,Form,English,10/2015,n265(ccfl)-eng.pdf,PDF,Formfinder,Commercial Court,NA,NA,"c(""n265(ccfl)"", ""n265"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,N265(CHFL),List of documents: Standard disclosure (Chancery Division Financial List),HMCTS,Form,English,10/2015,n265(chfl)-eng.pdf,PDF,Formfinder,Chancery,NA,NA,"c(""n265(chfl)"", ""n265"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,N266,Notice to admit facts / admission of facts,HMCTS,Form,English,04/1999,n266-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,N266,Rhybudd i gydnabod ffeithiau / Notice to admit facts,HMCTS,Form,Welsh / Bilingual,04/1999,n266-bil.pdf,PDF,Formfinder,County Court,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,N268,Notice to prove documents at trial,HMCTS,Form,English,04/1999,n268-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,N270,Administration orders - Notes for guidance,HMCTS,Guidance,English,05/2006,n270-eng.pdf,PDF,Formfinder,County Court,NA,NA,n92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,N270,Canllawiau (PDF llenwi cais am orchymyn gweinyddu),HMCTS,Guidance,Welsh,04/1999,n270-cym.pdf,PDF,Formfinder,Llys Sirol,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,N279,Notice of discontinuance,HMCTS,Form,English,06/1999,n279-eng.pdf,PDF,Formfinder,Administrative Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,N285,General form of affidavit,HMCTS,Form,English,04/1999,n285-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,N285,Ffurflen gyffredinol affidafid / General form of affidavit,HMCTS,Form,Welsh / Bilingual,04/1999,n285-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,N292,Order on settlement on behalf of child or patient,HMCTS,Form,English,09/2009,n292-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,N293A,Combined Certificate of Judgment and request for Writ of Fieri Facias or Writ of Possession,HMCTS,Form,English,04/2014,n293a-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,N293A,Tystysgrif gyfunol o ddyfarniad a chais am writ fieri facias neu writ meddiant / Combined certificate of judgment and request for Writ of Fieri Facias or Writ of Possession,HMCTS,Form,Welsh / Bilingual,04/2004,n293a-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,N294,Claimant's application for a variation order,HMCTS,Form,English,04/1999,n294-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,N294,Cais yr Hawlydd am Orchymyn Amrywio (heb wrandawiad) / Claimant's application for a variation order (Without hearing),HMCTS,Form,Welsh / Bilingual,06/2004,n294-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,N2A,Probate Claim - Notes for claimant on completing a claim form,HMCTS,Notes,English,04/2011,n2a-eng.pdf,PDF,Formfinder,Probate,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,N2A,Hawliad Profiant Nodiadau i'r hawlydd ar lenwi ffurflen hawlio / Probate Claim Notes for claimant on completing a claim form,HMCTS,Notes,Welsh / Bilingual,10/2001,n2a-bil.pdf,PDF,Formfinder,Probate,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,N2B,Probate Claim - Notes for the Defendant,HMCTS,Notes,English,10/2001,n2b-eng.pdf,PDF,Formfinder,Probate,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,N2B,Hawliad Profiant Nodiadau i'r diffynnydd / Probate Claim Notes for the defendant,HMCTS,Notes,Welsh / Bilingual,10/2001,n2b-bil.pdf,PDF,Formfinder,Probate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,N3,Acknowledgment of service (probate claim),HMCTS,Form,English,10/2007,n3-eng.pdf,PDF,Formfinder,Probate,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,N3,Cydnabyddiad Cyflwyno (hawliad profiant) / Acknowledgment of Service (Probate claim),HMCTS,Form,Welsh / Bilingual,10/2001,n3-bil.pdf,PDF,Formfinder,Probate,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,N30,Judgment for claimant (in default),HMCTS,Form,English,04/2006,n30-eng.pdf,PDF,Formfinder,Civil,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,N30(CH),Judgment for claimant (in default),HMCTS,Form,English,04/2006,n30(ch)-eng.pdf,PDF,Formfinder,Civil,NA,NA,n30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,N316,Application for order that debtor attend court for questioning,HMCTS,Form,English,06/2016,n316-eng.pdf,PDF,Formfinder,County Court,NA,NA,ex140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,N316,Cais am orchymyn i ddyledwr ddod i'r llys ar gyfer holi,HMCTS,Form,Welsh,06/2016,n316-cym.pdf,PDF,Formfinder,Llys Sirol,NA,NA,ex140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,N316,Cais am orchymyn i ddyledwr ddod i'r llys ar gyfer ei holi / Application for order that debtor attend court for questioning,HMCTS,Form,Welsh / Bilingual,03/2002,n316-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,N316A,Application for order that officer of the debtor company attend court for questioning,HMCTS,Form,English,05/2014,n316a-eng.pdf,PDF,Formfinder,County Court,NA,NA,ex141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,N316A,Cais am orchymyn i swyddog cwmni'r dyledwr ddod i'r llys ar gyfer ei holi / Application for order that officer of the debtor company attend court for questioning,HMCTS,Form,Welsh / Bilingual,03/2002,n316a-bil.pdf,PDF,Formfinder,County Court,NA,NA,ex141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,N322A,Application to enforce an award,HMCTS,Form,English,07/2009,n322a-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,N322A,Cais i orfodi dyfarniad / Application to enforce an award,HMCTS,Form,Welsh / Bilingual,07/2009,n322a-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,N322A Guidance Notes,Guidance notes for completing form N322A,HMCTS,Guidance,English,06/2009,n322a-guidance-notes-eng.pdf,PDF,Formfinder,County Court,NA,NA,n322a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,N322A Nodiadau / N322A Notes,Nodiadau canllaw ar gyfer llenwi'r ffurflen gais i orfodi penderfyniad neu setliad amodol ACAS (Ffurflen COT3) mae angen caniatâd y llys arno i fynd rhagddo / Notes for guidance on completing the application form to enforce a decision or ACAS conditional settlement (Form COT3) that requires permission of the court to proceed,HMCTS,Guidance,Welsh / Bilingual,06/2009,n322a-nodiadau-n322a-notes-bil.pdf,PDF,Formfinder,County Court,NA,NA,n322a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,N322A Nodiadau Canllaw. / N322A Guidance Notes.,Nodiadau canllaw ar gyfer llenwi'r ffurflen gais i orfodi penderfyniad neu setliad amodol ACAS (Ffurflen COT3) mae angen caniatâd y llys arno i fynd rhagddo / Notes for guidance on completing the application form to enforce a decision or ACAS conditional settlement (Form COT3) that requires permission of the court to proceed,HMCTS,Guidance,Welsh / Bilingual,06/2009,n322a-nodiadau-canllaw-n322a-guidance-notes-bil.pdf,PDF,Formfinder,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,N322B,Application for an order to allow enforcement of a decision or an ACAS settlement (Form COT3) that does not require permission to proceed,HMCTS,Form,English,06/2009,n322b-eng.pdf,PDF,Formfinder,County Court,NA,NA,n322a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,N322B,Cais am orchymyn i ganiatau gorfodi penderfyniad neu setliad ACAS (Ffurflen COT3) nad yw angen caniatâd i fynd rhagddo / Application for an order to allow enforcement of a decision or an ACAS settlement (Form COT3) that does not require permission to proceed,HMCTS,Form,Welsh / Bilingual,07/2009,n322b-bil.pdf,PDF,Formfinder,County Court,NA,NA,n322a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,N322B Guidance Notes,Guidance notes for completing form N322B,HMCTS,Guidance,English,06/2009,n322b-guidance-notes-eng.pdf,PDF,Formfinder,County Court,NA,NA,n322b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,N322B Nodiadau / N322B Notes,Nodiadau canllaw ar gyfer llenwi'r ffurflen gais i orfodi penderfyniad neu setliad amodol ACAS (Ffurflen COT3) nad oes angen caniatâd y llys arno i fynd rhagddo / Notes for guidance on completing the application form to enforce a decision or ACAS settlement (Form COT3) that does not require permission of the court to proceed,HMCTS,Guidance,Welsh / Bilingual,06/2009,n322b-nodiadau-n322b-notes-bil.pdf,PDF,Formfinder,County Court,NA,NA,n322b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,N322B Nodiadau Canllaw. / N322B Guidance Notes.,Nodiadau canllaw ar gyfer llenwi'r ffurflen gais i orfodi penderfyniad neu setliad amodol ACAS (Ffurflen COT3) nad oes angen caniatâd y llys arno i fynd rhagddo / Notes for guidance on completing the application form to enforce a decision or ACAS settlement (Form COT3) that does not require permission of the court to proceed,HMCTS,Guidance,Welsh / Bilingual,06/2009,n322b-nodiadau-canllaw-n322b-guidance-notes-bil.pdf,PDF,Formfinder,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,N323,Request for Warrant of Control,HMCTS,Form,English,06/2016,n323-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,N323,Cais am warant reolaeth / Request for Warrant of Control,HMCTS,Form,Welsh / Bilingual,06/2016,n323-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,N324,Request for Warrant of Delivery of Goods,HMCTS,Form,English,05/2014,n324-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,N324,Cais am Warant Trosglwyddiad o Nwyddau / Request for Warrant of Delivery of Goods,HMCTS,Form,Welsh / Bilingual,04/1999,n324-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,N325,Request for Warrant for Possession of Land,HMCTS,Form,English,05/2014,n325-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,N325,Cais am Warant Meddiannu Tir / Request for Warrant of Possession of Land,HMCTS,Form,Welsh / Bilingual,10/2010,n325-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,N325A,Request for Warrant for Possession of Land following a Suspended Order for Possession,HMCTS,Form,English,12/2016,n325a-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,N331,"Notice of withdrawal from possession or payment over of moneys, on notice of receiving or winding-up order",HMCTS,Form,English,04/2014,n331-eng.doc,DOC,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,N336,Request and result of search in the attachment of earnings index,HMCTS,Form,English,04/1999,n336-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,N336,"Cais i gynnal chwiliad yn y mynegai atafaelu enillion, a'r canlyniad / Request for and result of search in the attachment of earnings index",HMCTS,Form,Welsh / Bilingual,01/2005,n336-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,N337,Request for Attachment of Earnings Order,HMCTS,Form,English,05/2014,n337-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,N337,Cais am orchymyn Atafaelu Enillion / Request for Attachment of Earnings Order,HMCTS,Form,Welsh / Bilingual,05/2014,n337-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,N342,Request for judgment Summons,HMCTS,Form,English,03/2002,n342-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,N342,Cais am Wys Dyfarniad / Request for Judgment Summons,HMCTS,Form,Welsh / Bilingual,03/2002,n342-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,N344,Request for Warrant of Committal (Judgment summons),HMCTS,Form,English,03/2002,n344-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,N349,Application for Third Party Debt Order,HMCTS,Form,English,05/2014,n349-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,N349,Cais am orchymyn i'r trydydd parti dalu dyled / Application for Third Party Debt Order,HMCTS,Form,Welsh / Bilingual,03/2002,n349-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,N358,Notice of claim to goods taken under control,HMCTS,Form,English,04/2014,n358-eng.doc,DOC,Formfinder,Enforcement,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,N379,Application for Charging Order on Land (CPR Part 73),HMCTS,Form,English,06/2016,n379-eng.pdf,PDF,Formfinder,County Court,NA,NA,"c(""fee-account"", ""ex325"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,N379,Cais am orchymyn arwystlo ar dir (RhTS Rhan 73) / Application for Charging Order on Land (CPR Part 73),HMCTS,Form,Welsh / Bilingual,06/2016,n379-bil.pdf,PDF,Formfinder,County Court,NA,NA,"c(""fee-account"", ""ex325"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,N380,Application for Charging Order on Securities (CPR Part 73),HMCTS,Form,English,04/2016,n380-eng.pdf,PDF,Formfinder,County Court,NA,NA,"c(""fee-account"", ""ex325"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,N380,Cais am orchymyn arwystlo ar warannau (RhTS Rhan 73),HMCTS,Form,Welsh,04/2016,n380-cym.pdf,PDF,Formfinder,Llys Sirol,NA,NA,"c(""ex325"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,N39,Order to attend court for questioning,HMCTS,Form,English,03/2002,n39-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1306,N434,Notice of change of solicitor,HMCTS,Form,English,04/2014,n434-eng.pdf,PDF,Formfinder,Administrative Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,N434,Rhybudd newid cyfreithiwr / Notice of change of solicitor,HMCTS,Form,Welsh / Bilingual,07/2003,n434-bil.pdf,PDF,Formfinder,Administrative Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,N440,Notice of Application for Time Order by Debtor or Hirer,HMCTS,Form,English,04/1999,n440-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,N440,Hysbysiad cais am orchymyn amser gan ddyledwr neu logwr / Notice of application for Time Order by Debtor or Hirer,HMCTS,Form,Welsh / Bilingual,04/1999,n440-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,N441,Notification of request for Certificate of Satisfaction or Cancellation,HMCTS,Form,English,04/2006,n441-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,N441,Hysbysiad o gais am Dystysgrif Bodlonrwydd neu Ddileu / Notification of Request for Certificate of Satisfaction or Cancellation,HMCTS,Form,Welsh / Bilingual,04/2006,n441-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1312,N443,Application for a Certificate of Satisfaction or Cancellation,HMCTS,Form,English,04/2006,n443-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,N443,Cais am Dystysgrif boddhad / canslo / Application for a Certificate of Satisfaction or Cancellation,HMCTS,Form,Welsh / Bilingual,04/2006,n443-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,N445,Request for re-issue of Warrant,HMCTS,Form,English,12/2016,n445-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1315,N445,Cais am Ail-godi Gwarant / Request for re-issue of a Warrant,HMCTS,Form,Welsh / Bilingual,04/1999,n445-bil.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,N446,Request for re-issue of enforcement or an order to obtain information from judgment debtor,HMCTS,Form,English,08/2009,n446-eng.pdf,PDF,Formfinder,County Court,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
