file,required,short_text,reference,automated_validation,validated
n5c-bil.txt,TRUE,"ou wish the judge to take into account. attach any documents referred to, marking them",n5c,NA,NA
n6-eng.txt,TRUE,erty. full particulars of the claim are attached. claimant (name(s) and address(es)) s,n6,NA,TRUE
n92-eng.txt,FALSE,ck if you object to the court making an attachment of earnings order and give your rea,n92,FALSE,FALSE
n93-eng.txt,FALSE,".............................. defendantattachmentapplication no.i,...................",n93,NA,FALSE
n9a-eng.txt,TRUE,separate sheet add the claim number and attach it to this form. make your oer of payme,n9a,FALSE,FALSE
n9a-eng.txt,FALSE,"orm, please read the notes for guidance attached to the claim form name of court claim",n9a,NA,NA
pa1-bil.txt,FALSE,separate notes) note: do not remove or attach anything to the will/codicil assets abr,pa1,NA,FALSE
pa1-eng.txt,FALSE,"you need more space for answers, please attach extra sheets of paper to your applicati",pa1,NA,FALSE
pa1-eng.txt,FALSE,port form with your application. do not attach anything to or remove anything from the,pa1,NA,NA
pa2-eng.txt,FALSE,"seeing a grant. if they agree, they may attach conditions such as asking you to sign a",pa2,NA,FALSE
pa97-bil_doc.txt,TRUE,tation with a copy of the will (if any) attached to the grant copïau swyddogol ychwane,pa97,NA,FALSE
pa97-eng_doc.txt,TRUE,tation with a copy of the will (if any) attached to the grant • additional official co,pa97,NA,FALSE
pcmh-bil_doc.txt,FALSE,"ahân separately. if completed manually, attach separate sheets if os bydd angen.) nece",pcmh,FALSE,FALSE
pcpf244-eng.txt,TRUE,"apply for an order, a draft of which is attached, for(3) i/we wish to have the applica",pcpf244,NA,FALSE
pf170a-eng_doc.txt,TRUE,the settlement or compromise should be attached to the claim form wherever possible;,pf170a,NA,TRUE
pf170b-eng_doc.txt,TRUE,the settlement or compromise should be attached to the application notice wherever po,pf170b,NA,TRUE
pf180-eng_doc.txt,TRUE,nts) and of every schedule or inventory attached thereto it or referred to therein and,pf180,NA,TRUE
pf20b-eng_doc.txt,TRUE,"of the part 20 practice direction, (b) attach the whole of form pf 21(and such paragr",pf20b,NA,TRUE
pf23-eng_doc.txt,FALSE,has claimed the goods specified in the attached schedule taken in execution by the en,pf23,NA,TRUE
pf244-bil_doc.txt,TRUE,"apply for an order, a draft of which is attached, for 3 yr wyf i/yr ydym ni’n dymuno i",pf244,NA,TRUE
pf50-eng.txt,TRUE,ulti-track (part 29)use form pf244/n244 attaching the whole of form pf52 as a draft or,pf50,NA,TRUE
pf52-eng_doc.txt,TRUE,tatement of case in accordance with the attached draft initialled by the [master/distr,pf52,NA,TRUE
pf57-eng_doc.txt,TRUE,following matters: (1. here set out or attach to the application notice the text of t,pf57,NA,TRUE
pf58-eng_doc.txt,FALSE,ed by the [master] [district judge] and attached to this order] or [as set out below].,pf58,NA,TRUE
pf9-eng.txt,TRUE,(2))parties should use form pf 244/n244 attaching form no. 42 as a draft orderand incl,pf9,NA,TRUE
ph10-eng_doc.txt,FALSE,acting. details of respondents (please attach separate page if necessary) name: addre,ph10,NA,FALSE
ph18-eng_doc.txt,FALSE,the act”) (1) with regard to conditions attached to a site licence or (2) to an altera,ph18,NA,FALSE
ph19-eng_doc.txt,FALSE,"rd to an alleged breach of condition(s) attached to a site licence, or (2) the taking",ph19,NA,FALSE
plo6-eng.txt,FALSE,law outline) 5other orders [ ] [ ] [see attached sheet] [] no document other than a do,plo6,NA,FALSE
plo9-eng_doc.txt,FALSE,date & time} other orders [ ] [ ] [see attached sheet] [(] no document other than a d,plo9,NA,FALSE
plp10-eng_doc.txt,FALSE,insert name] [according to schedule ‘a’ attached][as follows:- every [alternate] satur,plp10,NA,FALSE
poac1-eng.txt,TRUE,"ac) poac 1the terrorism act 2000 please attach a copy of the certicate, notice of deci",poac1,TRUE,TRUE
poac1-eng.txt,TRUE,y your appeal is late in the box below. attach any evidence/additional sheets if neces,poac1,TRUE,NA
ppf-bil.txt,FALSE,provision and implementing sharing and attachment orders mae'r adran hon yn ymdrin 'r,ppf,FALSE,FALSE
remo-10-eng_doc.txt,FALSE,"or persons, additional particulars are attached 4. particulars (if known) of the debt",remo-10,NA,FALSE
remo-10-eng_doc.txt,TRUE,n contained in this application and the attached documents correspond to and are in co,remo-10,NA,NA
remo-12-eng_doc.txt,FALSE,"or persons, additional particulars are attached 4.1 particulars (if known) of the deb",remo-12,NA,FALSE
remo-13-eng_doc.txt,FALSE,f the application to which this form is attached and to the best of the applicantâs,remo-13,NA,FALSE
remo-8-notes-eng.txt,FALSE,please continue on a separate sheet and attach it to t he applica t ion form. if the p,remo-8-notes,FALSE,FALSE
rents-3-eng_doc.txt,TRUE,sheet if necessary. statement (a) i/we* attach a copy of the notice proposing changes,rents-3,TRUE,TRUE
rta4-eng.txt,TRUE,e loss claim item being pursuedevidence attached comments gross value claimed% contrib,rta4,NA,TRUE
send1-eng.txt,TRUE,eceived during the assessment should be attached to the note sent to the parents and w,send1,NA,TRUE
send10-eng.txt,TRUE,e being struck out or less weight being attached to part of the evidence. it is clearl,send10,NA,TRUE
send10-eng.txt,FALSE,r the tribunal to decide what weight to attach to his or her evidence 1. witnesses who,send10,NA,NA
send11-eng.txt,FALSE,has been set out in the case directions attached. this gives deadlines by which report,send11,NA,TRUE
send15a-eng.txt,TRUE,mplete this form in capital letters and attach all receipts and tickets. section 1: pe,send15a,NA,TRUE
send1a-eng.txt,FALSE,"te in lieu, that note and the documents attached to it. if you are appealing against w",send1a,NA,TRUE
send20a-eng.txt,TRUE,paper but make sure that it is securely attached to your application with the appeal/c,send20a,NA,TRUE
send20b-eng.txt,TRUE,paper but make sure that it is securely attached to your application with the appeal n,send20b,NA,TRUE
send20c-eng.txt,TRUE,paper but make sure that it is securely attached to your application with the applicat,send20c,NA,TRUE
send22-eng.txt,FALSE,"rates those criteria, in any terms they attach to offers of a place at the school, or",send22,NA,FALSE
send26a-eng.txt,TRUE,of paper but make sure that it is rmly attached to the form. 5section 5: are you maki,send26a,NA,FALSE
send26a-eng.txt,TRUE,of paper but make sure that it is rmly attached to the form. section 6: late claims w,send26a,NA,NA
send26a-eng.txt,TRUE,of paper but make sure that it is rmly attached to the form. section 9: documents you,send26a,NA,NA
send26b-eng.txt,TRUE,of paper but make sure that it is rmly attached to the form. 4section 4: are you maki,send26b,NA,FALSE
send26b-eng.txt,TRUE,of paper but make sure that it is rmly attached to the form. section 6: late claims f,send26b,NA,NA
send26b-eng.txt,TRUE,of paper but make sure that it is rmly attached to the form. section 8: documents you,send26b,NA,NA
send27-eng.txt,FALSE,s to be set out as above. the limit for attachments is 14mb (megabytes). if the bundle,send27,NA,FALSE
send4a-eng.txt,TRUE,of paper but make sure that it is rmly attached to the form. section 7: late claims w,send4a,NA,FALSE
sscs1-(large-print)-eng.txt,TRUE,se tick this box to conrm that you have attached a copy of the mandatory reconsiderati,sscs1-(large-print),NA,TRUE
sscs1a-(large-print)-eng.txt,TRUE,ur households needs. you are welcome to attach evidence which you feel may be supporti,sscs1a-(large-print),NA,TRUE
sscs4-eng.txt,TRUE,se tick this box to conrm that you have attached a copy of the certicate of nhs charge,sscs4,NA,TRUE
sscs5a-eng.txt,TRUE,before the hearing. you are welcome to attach evidence which you feel may be supporti,sscs5a,NA,TRUE
sscs6-eng.txt,TRUE,se tick this box to conrm that you have attached a copy of your outcome of review noti,sscs6,NA,TRUE
t03-eng.txt,TRUE,ication to the tribunal. it should have attached to it any evidence which the tribunal,t03,NA,TRUE
t04-eng.txt,TRUE,pplication can be short but should have attached to it any evidence which the tribunal,t04,NA,TRUE
t04-eng.txt,TRUE,could be paginated and indexed and have attached to it the notice of appeal and all th,t04,NA,NA
t113-eng_doc.txt,TRUE,"in support • please indicate if you are attaching any supporting evidence, and say wha",t113,TRUE,TRUE
t127-eng.txt,FALSE,"ever, that the tribunal has no power to attach conditions to a cto or to amend conditi",t127,NA,FALSE
t170-eng.txt,TRUE,"sts oce for advice (details on page 5). attach any evidence and additional sheets, if",t170,TRUE,TRUE
t200-eng.txt,TRUE,m/yyyyhome oce decision letter you must attach a full copy of the home oce decision le,t200,TRUE,TRUE
t211-bil.txt,FALSE,ack of this form or on a separate sheet attached to the form if necessary. if you do n,t211,FALSE,FALSE
t240-eng.txt,FALSE,ustoms (hmrc). please read the guidance attached to this form before completing the no,t240,NA,FALSE
t241-eng.txt,TRUE,"or granted or refused hardship, please attach the letter they sent you. if you have n",t241,NA,TRUE
t243-eng.txt,TRUE,rised as basic are informal. you should attach the documents you intend to rely on wit,t243,TRUE,TRUE
t362-eng.txt,TRUE,"steps taken to locate the owner/owners (attach a detailed list of steps taken, when th",t362,NA,TRUE
t370-eng.txt,TRUE,"n with an interest in the land, if any (attach list if necessary) nameaddress postcode",t370,NA,TRUE
t372-eng.txt,TRUE,"nd to the reference yes noif no, please attach a document explaining why. please also",t372,NA,TRUE
t373-eng.txt,TRUE,"with an interest in the land, if any: (attach list if necessary) address for service",t373,NA,TRUE
t374-eng.txt,TRUE,ade by a claimant or claimants you must attach a statement specifying which of the gro,t374,TRUE,TRUE
t375-eng.txt,TRUE,"o respond to the reference yes noif no, attach a document explaining why and complete",t375,NA,TRUE
t379-eng.txt,FALSE,ers (complete the following details and attach additional sheets if required) 6. conrm,t379,FALSE,FALSE
t379-eng.txt,TRUE,e. (a) (aa) (b) (c) not applicable b. i attach a statement of case in which i provide,t379,NA,NA
t381-eng.txt,TRUE,plicant) concerning (land) objector(s) (attach a list if necessary) name address (incl,t381,NA,TRUE
t381-eng.txt,FALSE,"(a),(aa),(b) or (c) as the case may be, attach an extra sheet if needed) upper tribuna",t381,NA,NA
t381-eng.txt,FALSE,"(a),(aa),(b) or (c) as the case may be, attach an extra sheet if needed) any other rea",t381,NA,NA
t382-eng_doc.txt,TRUE,persons: name: address: name: address: (attach a list if necessary) dated signed note:,t382,NA,TRUE
t382-eng.txt,TRUE,...................................... (attach a list if necessary) dated.............,t382,NA,NA
t383-eng_doc.txt,FALSE,or having a proprietary interest in it. attach separate sheet if necessary) 1. name: a,t383,FALSE,FALSE
t383-eng.txt,FALSE,or having a proprietary interest in it. attach separate sheet if necessary ) 1. name:.,t383,FALSE,NA
t383-eng.txt,TRUE,.................................. i/we attach three copies of the proposed applicatio,t383,NA,NA
t384-eng_doc.txt,TRUE,"ured…………………….(state colour) on the plan attached hereto, hereby apply to the…………………………",t384,NA,TRUE
t384-eng.txt,TRUE,"ged/coloured.(state colour) on the plan attached hereto, hereby apply to the....counci",t384,NA,NA
t385-eng.txt,TRUE,on which you rely must be set out in an attached statement of your case. it should be,t385,NA,TRUE
t385-eng.txt,FALSE,ield of expertise 3. i/we have read the attached guidance and request the: a. standard,t385,NA,NA
t420-eng.txt,TRUE,tion on-line it will not be possible to attach that certicate to the claim form. in or,t420,NA,TRUE
t420-eng.txt,FALSE,please continue on a separate page and attach it to this form. if you are providing i,t420,NA,NA
t422-eng.txt,FALSE,please continue on a separate sheet and attach it to this form. 7 employers contract c,t422,FALSE,FALSE
t439-eng.txt,TRUE,owing statement on your headed paper or attached to your business card: i conrm that a,t439,NA,TRUE
t440-eng.txt,FALSE,"l, the size of any one email, including attachments, should not exceed 10mb. if you at",t440,NA,TRUE
t444-eng.txt,FALSE,"e case, that a judgment is awaited; are attached to this notice. if any of these docum",t444,NA,TRUE
t450-eng.txt,TRUE,ori am applying for help with fees and attach my application form ex160 if you would,t450,NA,TRUE
t453-eng.txt,TRUE,ori am applying for help with fees and attach my application form ex160if you would l,t453,NA,TRUE
t464-eng.txt,TRUE,ori am applying for help with fees and attach my application form ex160help with fees,t464,NA,TRUE
t470-eng.txt,FALSE,es where the glaa modifies a licence by attaching additional licence conditions (alcs),t470,NA,TRUE
t470-eng.txt,TRUE,ehensively the grounds for your appeal; attach all supporting documents referred to in,t470,NA,NA
t470-eng.txt,TRUE,uments in hard copy form they should be attached to a hard copy of the completed form,t470,NA,NA
t470-eng.txt,FALSE,"or revoke a licence and the conditions attached to the licence, the case would be ref",t470,NA,NA
t480-eng.txt,TRUE,ent act 2007. yes no4 of 7set out below attached does the claim include any issues ari,t480,NA,TRUE
t480-eng.txt,TRUE,ly available in the box below. included attached included attached included attached i,t480,NA,NA
t481-notes-eng.txt,TRUE,"ction dated 21 august 2013, as amended (attached herewith) or where your claim relates",t481-notes,NA,TRUE
t482-eng.txt,TRUE,e that a separate application notice is attached. (to be signed by you or by your soli,t482,NA,TRUE
t483-eng.txt,TRUE,box below) 2 of 3a draft order must be attached. section 3 justication for request fo,t483,TRUE,TRUE
t491-eng.txt,FALSE,e individual to exercise all the rights attached to their acquired gender. once a pers,t491,NA,TRUE
t497-eng.txt,TRUE,py of the appeal form and all documents attached to it to the authority. the authority,t497,NA,TRUE
t53-eng.txt,TRUE,le1 8dj telephone: 0300 123 4504 please attach the ex160 applicat ion form and support,t53,NA,TRUE
t541-eng.txt,TRUE,nothing. i would pay no more than 75 we attach a list of all the work we do in the yea,t541,NA,TRUE
t542-eng.txt,TRUE,tter to the tribunal in word format and attach it to the email (maximum of ve pages -,t542,NA,TRUE
t544-eng.txt,FALSE,on by the local authority of conditions attached to a site licence; a compliance notic,t544,NA,TRUE
t601-eng.txt,FALSE,erty t ribunal in wales please read the attached guidance notes before completing this,t601,NA,TRUE
t601-eng.txt,FALSE,m when you file it. please also see the attached guidance note on fees. when must the,t601,NA,NA
t601-eng.txt,TRUE,esses of all appellants must be stated. attach a list separately if necessary. where t,t601,NA,NA
t601-eng.txt,FALSE,e cou rse of the appeal. please see the attached guidance note on fees . failure to in,t601,NA,NA
t602-eng.txt,TRUE,sses of all appli cants must be stated. attach a list separately if necessary. where t,t602,NA,TRUE
t602-eng.txt,FALSE,he course of the appeal. please see the attached guidance note on fees . failure to in,t602,NA,NA
t603-eng.txt,FALSE,perty tribunal in wales please read the attached guidan ce notes before completing thi,t603,NA,TRUE
t603-eng.txt,TRUE,spondents in the group must be stated . attach a list separately if necessary. where t,t603,NA,NA
t603-eng.txt,FALSE,he course of the appeal. please see the attached guidance note on fees. please enclose,t603,NA,NA
t619-eng_doc.txt,TRUE,"tion appeals commission act 1997 please attach a copy of the certificate, notice of de",t619,TRUE,TRUE
t619-eng_doc.txt,TRUE,y your appeal is late in the box below. attach any evidence / additional sheets if nec,t619,TRUE,NA
t94-eng.txt,FALSE,nded a permit or failed to renew or has attached a disputed condition to an existing l,t94,NA,TRUE
t97-eng.txt,TRUE,tice and the date you received it. also attach a full copy of the notice and indicate,t97,NA,TRUE
t98-eng_doc.txt,TRUE,tice you are appealing against you must attach a copy of the decision notice with this,t98,TRUE,TRUE
tcc-cm1-eng.txt,TRUE,the reasons why on a separate sheet and attach it to this form. the construction and e,tcc-cm1,FALSE,FALSE
tcc-cm1-eng.txt,TRUE,se give details on a separate sheet and attach it to this form. 3court: chancery divis,tcc-cm1,FALSE,NA
tcc-cm1-eng.txt,TRUE,y and construction court guide have you attached a list of the directions you think ap,tcc-cm1,NA,NA
tcc-cm1-eng.txt,TRUE,the form. please ensure they are firmly attached to it. a settlementc pre-action proto,tcc-cm1,NA,NA
te7-eng_doc.txt,TRUE,o file a statement out of time you must attach the statement te9 to your application.,te7,TRUE,TRUE
tsf4-eng.txt,TRUE,expenses and allowances payable leaet. attach all receipts. please print details clea,tsf4,NA,TRUE
ut12-leaflet-eng.txt,FALSE,"refuses to vary an existing licence, or attaches conditions to the licence, or grants",ut12-leaflet,NA,FALSE
ut4-eng.txt,TRUE,e and appeal reference number on it and attached it to this form ut4 sendis form (upda,ut4,NA,TRUE
ut4-notes-eng.txt,TRUE,e and appeal reference number on it and attach it firmly to the form. ut4 (sendis heal,ut4-notes,NA,TRUE
ut9-eng_doc.txt,TRUE,e and appeal reference number on it and attached it to this form h reasons for appeali,ut9,NA,TRUE
ut9-notes-eng.txt,TRUE,the sentw appeal/claim number on it and attach it firmly to the form.page 3part h reas,ut9-notes,NA,TRUE
